Index,p_t,q_t,cluster_safety_t,q_cluster_t,Action,Y_t,Success,FP,FN,Misclassified,SSM decision,Weakest Link decision
1356,0.9118004441261292,0.9932317905446496,0.6369234382105671,1.872635473269279e-07,OFFLOADED,1.0,No,1.0,1.0,1.0,True,False
1357,0.30294737219810486,5.316703074066391e-12,1.0,1.0,OFFLOADED,1.0,No,1.0,0.0,0.0,False,True
1358,0.32463109493255615,6.752412560030671e-10,0.4688071546310361,2.951726526076549e-13,OFFLOADED,1.0,No,0.0,1.0,1.0,False,False
1359,0.2800031006336212,6.976364610116996e-16,0.6357147613420783,1.6257663054860955e-07,OFFLOADED,1.0,No,1.0,0.0,1.0,False,False
1360,0.8391489386558533,0.9158892807192794,0.8835577747905393,0.30956827094129696,OFFLOADED,1.0,No,1.0,1.0,0.0,True,False
1361,0.31562063097953796,1.0913385049218459e-10,0.5822753779137108,3.814526155427728e-09,OFFLOADED,1.0,No,0.0,0.0,1.0,False,False
1362,0.8413826823234558,0.9167852177730583,0.920796235903482,0.6245209659327615,OFFLOADED,1.0,No,1.0,1.0,1.0,True,False
1363,0.3529076874256134,3.5064082744890225e-08,0.4667125757701466,1.9272963532688942e-13,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1364,0.2712291181087494,1.6992616579422385e-17,0.5123075217536365,1.0217352241802228e-11,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1365,0.2680341601371765,3.0330891644808665e-18,0.6716092744478426,3.1131017167041116e-06,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1366,0.27716487646102905,1.786107049363275e-16,0.18562203470701402,1.89126592178106e-21,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1367,0.3329032063484192,3.277324622524375e-09,0.4345197006907094,1.0777374514701559e-14,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1368,0.386920690536499,1.547683409993259e-06,0.42580401800312384,4.5782787905531155e-15,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1369,0.2548712193965912,3.102491458003571e-22,0.5574148093825456,5.497878102917599e-10,OFFLOADED,1.0,No,0.0,1.0,0.0,False,False
1370,0.4546676278114319,0.0002874776312697628,0.7991883022301168,0.008296231285207158,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1371,0.8623826503753662,0.9564412272878972,1.0,1.0,ACCEPTED,0.0,Yes,0.0,0.0,0.0,True,True
1372,0.2576373517513275,3.494698149331582e-21,0.31490042076791125,3.92670440563373e-19,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1373,0.282717227935791,1.7273911899856645e-15,0.46832305449339645,1.882955550164604e-13,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1374,0.2704785466194153,1.000244501542164e-17,0.6334455162528414,1.230709559868558e-07,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1375,0.8006705641746521,0.8059606369556952,0.8220479333610035,0.0256085677527189,OFFLOADED,0.0,Yes,0.0,0.0,0.0,True,False
1376,0.2718539834022522,1.7180089951527602e-17,0.8675045266791477,0.1768887880344219,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1377,0.540319561958313,0.009125810916219527,0.49646165764895245,2.144631264595438e-12,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1378,0.40683838725090027,8.372097687019371e-06,0.5965064518523553,8.910298220034635e-09,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1379,0.7443510293960571,0.5651112076825485,1.0,1.0,ACCEPTED,0.0,Yes,0.0,0.0,0.0,True,True
1380,0.9359659552574158,0.9961221342588368,0.7176491062547193,8.893217158966325e-05,OFFLOADED,1.0,No,1.0,1.0,1.0,True,False
1381,0.34077826142311096,8.358798887745504e-09,0.8195166811232673,0.023146323703536743,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1382,0.6916777491569519,0.34952612655176607,0.5052428160480346,4.511597201704931e-12,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1383,0.25085973739624023,7.549805905452996e-23,0.30557114150994963,1.5373659146133783e-19,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1384,0.259324848651886,9.821837941688498e-21,0.4926230233597849,1.289911351501524e-12,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1385,0.28219109773635864,1.3034894854203671e-15,0.3741623012027278,3.2599558080338105e-17,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1386,0.9126756191253662,0.9927866188036768,0.9423468616283472,0.7727148202984909,ACCEPTED,0.0,Yes,0.0,0.0,0.0,True,True
